filing_uuid,filing_year,filing_period,filing_type,registrant_name,client_name,client_desc,income,shell_score,sig_sovereign_client,sig_established_govt,sig_esoteric_terms,sig_self_styled_title,sig_posted_by_llc_slashes,sig_global_pbc_naming,url
1794f82c-f315-4eee-a521-bae3eed1790b,2024,fourth_quarter,Q4,LOC COMMUNITY ASSOCIATION,STATE OF LOC NATION GLOBAL PUBLIC BENEFIT CORPORATION,"Established sovereign govt:drafting formal constitution, laws, negotiating treaties, et al",,3,1,0,1,0,0,1,https://lda.senate.gov/api/v1/filings/1794f82c-f315-4eee-a521-bae3eed1790b/?format=json
96cfdbfc-1083-4973-ac6e-55858901413a,2024,third_quarter,3A,LOC COMMUNITY ASSOCIATION,STATE OF LOC NATION GLOBAL PUBLIC BENEFIT CORPORATION,"Established sovereign govt:drafting formal constitution, laws, negotiating treaties, et al",,3,1,0,0,1,0,1,https://lda.senate.gov/api/v1/filings/96cfdbfc-1083-4973-ac6e-55858901413a/?format=json
5000632b-e40b-4762-affc-551b46a40c91,2024,third_quarter,RR,LOC COMMUNITY ASSOCIATION,STATE OF LOC NATION GLOBAL PUBLIC BENEFIT CORPORATION,"Established sovereign govt:drafting formal constitution, laws, negotiating treaties, et al",,3,1,0,0,0,1,1,https://lda.senate.gov/api/v1/filings/5000632b-e40b-4762-affc-551b46a40c91/?format=json
abaac383-7e32-409c-827e-6046a4d59eea,2025,third_quarter,Q3,LOC COMMUNITY ASSOCIATION,STATE OF LOC NATION GLOBAL PUBLIC BENEFIT CORPORATION,"Established sovereign govt:drafting formal constitution, laws, negotiating treaties, et al",20000000.0,2,1,0,0,0,0,1,https://lda.senate.gov/api/v1/filings/abaac383-7e32-409c-827e-6046a4d59eea/?format=json
37cb37a0-2cb0-40aa-8855-ebb3d3bc0335,2024,third_quarter,Q3,LOC COMMUNITY ASSOCIATION,STATE OF LOC NATION GLOBAL PUBLIC BENEFIT CORPORATION,"Established sovereign govt:drafting formal constitution, laws, negotiating treaties, et al",,2,1,0,0,0,0,1,https://lda.senate.gov/api/v1/filings/37cb37a0-2cb0-40aa-8855-ebb3d3bc0335/?format=json
53380e35-506a-47c5-9dc7-c036dd599412,2025,fourth_quarter,Q4,KING & SPALDING LLP,EMBRAER EMPRESA BRASILEIRA DE AERONAUTICA S.A.,,500000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/53380e35-506a-47c5-9dc7-c036dd599412/?format=json
e95e613c-75e9-4817-85d9-d18ed8bb6d13,2025,third_quarter,Q3,KING & SPALDING LLP,EMBRAER EMPRESA BRASILEIRA DE AERONAUTICA S.A.,,400000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/e95e613c-75e9-4817-85d9-d18ed8bb6d13/?format=json
fd4d09e1-de62-49c3-9e0d-06e4ac052ca0,2026,first_quarter,Q1,KING & SPALDING LLP,QUANTUM EARTH,leading provider of production and infrastructure services to oil and gas producers.,250000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/fd4d09e1-de62-49c3-9e0d-06e4ac052ca0/?format=json
6d7b3de6-f55f-457f-b15c-5c280137481a,2025,third_quarter,Q3,KING & SPALDING LLP,MEDICARE ACCESS TO SKIN SUBSTITUTES COALITION (MASS COALITION) (INFORMAL),Coalition (informal),140000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/6d7b3de6-f55f-457f-b15c-5c280137481a/?format=json
502bc332-0cc0-440c-9e51-efef0d698b5c,2024,second_quarter,Q2,KING & SPALDING LLP,MEDICARE ACCESS TO SKIN SUBSTITUTES COALITION (MASS COALITION) (INFORMAL),Coalition (informal),130000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/502bc332-0cc0-440c-9e51-efef0d698b5c/?format=json
f5d64445-e2f3-48e6-989e-7b89dccc130a,2024,third_quarter,Q3,KING & SPALDING LLP,MEDICARE ACCESS TO SKIN SUBSTITUTES COALITION (MASS COALITION) (INFORMAL),Coalition (informal),130000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/f5d64445-e2f3-48e6-989e-7b89dccc130a/?format=json
05746a6c-b4cf-4796-9b00-f662a42f79d6,2024,third_quarter,Q3,KING & SPALDING LLP,PUERTO RICO FISCAL AGENCY AND FINANCIAL ADVISORY AUTHORITY (AAFAF),Independent public corporation and governmental instrumentality,120000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/05746a6c-b4cf-4796-9b00-f662a42f79d6/?format=json
7dc43e4b-c8b1-4531-b96b-62ece5541810,2025,first_quarter,Q1,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,120000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/7dc43e4b-c8b1-4531-b96b-62ece5541810/?format=json
f03e41d8-7d67-4f0e-a030-2949aba68afd,2025,fourth_quarter,Q4,KING & SPALDING LLP,MEDICARE ACCESS TO SKIN SUBSTITUTES COALITION (MASS COALITION) (INFORMAL),Coalition (informal),120000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/f03e41d8-7d67-4f0e-a030-2949aba68afd/?format=json
9b42922d-6239-40db-b7da-03d3221675a3,2024,fourth_quarter,Q4,KING & SPALDING LLP,PUERTO RICO FISCAL AGENCY AND FINANCIAL ADVISORY AUTHORITY (AAFAF),Independent public corporation and governmental instrumentality,120000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/9b42922d-6239-40db-b7da-03d3221675a3/?format=json
dfac9234-343c-4518-941d-b660d38fa0c3,2025,first_quarter,Q1Y,KING & SPALDING LLP,PUERTO RICO FISCAL AGENCY AND FINANCIAL ADVISORY AUTHORITY (AAFAF),Independent public corporation and governmental instrumentality,120000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/dfac9234-343c-4518-941d-b660d38fa0c3/?format=json
47293366-93c7-4c57-ba2f-396db5c65c03,2024,second_quarter,Q2,KING & SPALDING LLP,PUERTO RICO FISCAL AGENCY AND FINANCIAL ADVISORY AUTHORITY (AAFAF),Independent public corporation and governmental instrumentality,120000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/47293366-93c7-4c57-ba2f-396db5c65c03/?format=json
372ab03f-b4af-4783-bf81-08b86150b589,2025,first_quarter,Q1,KING & SPALDING LLP,MEDICARE ACCESS TO SKIN SUBSTITUTES COALITION (MASS COALITION) (INFORMAL),Coalition (informal),110000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/372ab03f-b4af-4783-bf81-08b86150b589/?format=json
23656878-fcfd-4ef4-af48-d6315587befd,2024,fourth_quarter,Q4,KING & SPALDING LLP,KIDNEY TRANSPLANT COLLABORATIVE,Kidney transplant collaborative,100000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/23656878-fcfd-4ef4-af48-d6315587befd/?format=json
248428e2-b70f-4586-95dc-446ed911ae9d,2024,fourth_quarter,Q4,KING & SPALDING LLP,"UNITED CDPAP, INC.",State Medicaid,100000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/248428e2-b70f-4586-95dc-446ed911ae9d/?format=json
5b94c67e-1fa3-4dc7-99e3-77148079b58b,2024,second_quarter,Q2,KING & SPALDING LLP,KIDNEY TRANSPLANT COLLABORATIVE,Kidney transplant collaborative,100000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/5b94c67e-1fa3-4dc7-99e3-77148079b58b/?format=json
382e1d30-f6b1-41e0-98ad-a3ef38eb681f,2024,first_quarter,Q1,KING & SPALDING LLP,ADVENTIST HEALTHCARE,Healthcare facilities,100000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/382e1d30-f6b1-41e0-98ad-a3ef38eb681f/?format=json
5a169e81-d98d-41c6-b759-fa4055aef2b6,2024,first_quarter,Q1,KING & SPALDING LLP,KIDNEY TRANSPLANT COLLABORATIVE,Kidney transplant collaborative,100000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/5a169e81-d98d-41c6-b759-fa4055aef2b6/?format=json
39b3c782-578f-4201-addf-461869bfed87,2024,third_quarter,Q3,KING & SPALDING LLP,KIDNEY TRANSPLANT COLLABORATIVE,Kidney transplant collaborative,100000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/39b3c782-578f-4201-addf-461869bfed87/?format=json
9336e16d-88e6-4711-a619-da32e929c1e8,2025,fourth_quarter,Q4,KING & SPALDING LLP,PROMETHEUS HYDROGEN,Specializes in energy storage solutions.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/9336e16d-88e6-4711-a619-da32e929c1e8/?format=json
110ddc4a-8c11-42cc-9193-59fb00b80fa3,2025,fourth_quarter,Q4,KING & SPALDING LLP,QUANTUM EARTH,leading provider of production and infrastructure services to oil and gas producers.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/110ddc4a-8c11-42cc-9193-59fb00b80fa3/?format=json
9873bc6b-1872-4a93-b98f-6e958b8db03c,2025,second_quarter,Q2,KING & SPALDING LLP,QUANTUM EARTH,leading provider of production and infrastructure services to oil and gas producers.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/9873bc6b-1872-4a93-b98f-6e958b8db03c/?format=json
57504fb5-ab00-45d4-8d6b-6c5dbdec3e68,2024,fourth_quarter,Q4,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/57504fb5-ab00-45d4-8d6b-6c5dbdec3e68/?format=json
05f00da2-de60-4397-832a-00a334bfd12c,2025,fourth_quarter,Q4,KING & SPALDING LLP,W&W ENERGY,a leading provider of production and infrastructure services to oil and gas producers.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/05f00da2-de60-4397-832a-00a334bfd12c/?format=json
cbff241a-e1b3-4075-a107-fc5883d6d442,2025,third_quarter,Q3,KING & SPALDING LLP,W&W ENERGY,a leading provider of production and infrastructure services to oil and gas producers.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/cbff241a-e1b3-4075-a107-fc5883d6d442/?format=json
bd331efa-9cd9-42f2-beee-c343ab850bde,2025,third_quarter,Q3,KING & SPALDING LLP,PROMETHEUS HYDROGEN,Specializes in energy storage solutions.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/bd331efa-9cd9-42f2-beee-c343ab850bde/?format=json
fe273283-0e9e-4327-90be-5bbd5241da0a,2025,second_quarter,Q2,KING & SPALDING LLP,W&W ENERGY,a leading provider of production and infrastructure services to oil and gas producers.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/fe273283-0e9e-4327-90be-5bbd5241da0a/?format=json
29e9bd18-d293-49e2-a67f-875d0e7cf20a,2025,first_quarter,Q1,KING & SPALDING LLP,"UNITED CDPAP, INC.",State Medicaid,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/29e9bd18-d293-49e2-a67f-875d0e7cf20a/?format=json
b04d3938-844f-4c32-837a-e0020cfb4c8d,2024,third_quarter,Q3,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/b04d3938-844f-4c32-837a-e0020cfb4c8d/?format=json
04e05517-e9f7-4d57-8437-e6990a84b443,2025,fourth_quarter,Q4,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/04e05517-e9f7-4d57-8437-e6990a84b443/?format=json
1b936d98-fcee-4ff6-8d9e-8bad52a7238e,2026,first_quarter,Q1,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/1b936d98-fcee-4ff6-8d9e-8bad52a7238e/?format=json
a1ebc37a-46df-46aa-a163-6673ab3413e3,2025,second_quarter,Q2,KING & SPALDING LLP,MEDICARE ACCESS TO SKIN SUBSTITUTES COALITION (MASS COALITION) (INFORMAL),Coalition (informal),90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/a1ebc37a-46df-46aa-a163-6673ab3413e3/?format=json
aeb28048-368a-4813-b259-7bd667dde357,2024,first_quarter,Q1,KING & SPALDING LLP,"TRANSMEDICS, INC.",Medical device company,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/aeb28048-368a-4813-b259-7bd667dde357/?format=json
f8d3ed8e-b5fa-450a-a8b1-e3637f4ed574,2024,second_quarter,Q2,KING & SPALDING LLP,ADVENTIST HEALTHCARE,Healthcare facilities,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/f8d3ed8e-b5fa-450a-a8b1-e3637f4ed574/?format=json
d9283b32-9cfa-4f01-b813-f8fc60fa442b,2025,third_quarter,Q3,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/d9283b32-9cfa-4f01-b813-f8fc60fa442b/?format=json
378f325d-5b79-40d1-9750-ca3015b17e41,2025,fourth_quarter,4A,KING & SPALDING LLP,W&W ENERGY,a leading provider of production and infrastructure services to oil and gas producers.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/378f325d-5b79-40d1-9750-ca3015b17e41/?format=json
3c0703de-625a-47e3-8e4c-1e3b4584dd22,2024,second_quarter,Q2,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/3c0703de-625a-47e3-8e4c-1e3b4584dd22/?format=json
14809cd0-f8d1-40ad-83c4-6739ac741ed5,2024,first_quarter,Q1,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/14809cd0-f8d1-40ad-83c4-6739ac741ed5/?format=json
5b46e2bf-44f1-41d6-ab69-a8928057c7aa,2025,second_quarter,Q2,KING & SPALDING LLP,SENIOR CARE PHARMACY COALITION,Advocacy group for Long Term Care pharmacies,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/5b46e2bf-44f1-41d6-ab69-a8928057c7aa/?format=json
c3747689-e66f-476f-b7bf-0a9a08737fb4,2025,third_quarter,Q3,KING & SPALDING LLP,QUANTUM EARTH,leading provider of production and infrastructure services to oil and gas producers.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/c3747689-e66f-476f-b7bf-0a9a08737fb4/?format=json
e11eaa72-b9d9-4b49-aa81-68d899d3bde9,2024,fourth_quarter,Q4,KING & SPALDING LLP,MEDICARE ACCESS TO SKIN SUBSTITUTES COALITION (MASS COALITION) (INFORMAL),Coalition (informal),90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/e11eaa72-b9d9-4b49-aa81-68d899d3bde9/?format=json
ff7453f3-1bc7-4583-991d-300389954aba,2026,first_quarter,Q1,KING & SPALDING LLP,W&W ENERGY,a leading provider of production and infrastructure services to oil and gas producers.,90000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/ff7453f3-1bc7-4583-991d-300389954aba/?format=json
4fa3c915-8cc7-40b2-bfbb-70986ef4cf88,2024,first_quarter,1T,KING & SPALDING LLP,HONDURAS PROSPERA INC.,U.S. investment in Honduras,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/4fa3c915-8cc7-40b2-bfbb-70986ef4cf88/?format=json
30566064-4229-40c9-b829-916b5f7e1d59,2024,first_quarter,Q1,KING & SPALDING LLP,BARNETT SOUTHERN CORPORATION,General construction company. Providing superior utilities and site development services.,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/30566064-4229-40c9-b829-916b5f7e1d59/?format=json
6af79701-a6a5-4d43-ac87-06027e5818da,2024,first_quarter,Q1,KING & SPALDING LLP,MARC COALITION,Coalition to advocate on Medicare secondary payor issues.,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/6af79701-a6a5-4d43-ac87-06027e5818da/?format=json
81c81919-ccb9-4bdf-b3a2-37af8b656e4f,2024,second_quarter,Q2,KING & SPALDING LLP,MARC COALITION,Coalition to advocate on Medicare secondary payor issues.,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/81c81919-ccb9-4bdf-b3a2-37af8b656e4f/?format=json
e4a701dd-6871-4b10-98c6-0053c69ccc60,2025,second_quarter,Q2,KING & SPALDING LLP,MARC COALITION,Coalition to advocate on Medicare secondary payor issues.,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/e4a701dd-6871-4b10-98c6-0053c69ccc60/?format=json
76ab705a-e5e8-46b8-a59a-e52a1898c1d3,2025,third_quarter,Q3,KING & SPALDING LLP,OKLO INC.,Advanced nuclear energy developer,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/76ab705a-e5e8-46b8-a59a-e52a1898c1d3/?format=json
d7a5671b-b1e9-42ca-9dea-80c96775677b,2025,fourth_quarter,Q4,KING & SPALDING LLP,"VOICES OF ALZHEIMER'S, INC.","United by Urgency, to drive equitable access to innovation in treatment and care.",80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/d7a5671b-b1e9-42ca-9dea-80c96775677b/?format=json
31286aa9-4d12-48fe-bc41-38d0a3873fb0,2024,fourth_quarter,Q4,KING & SPALDING LLP,MARC COALITION,Coalition to advocate on Medicare secondary payor issues.,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/31286aa9-4d12-48fe-bc41-38d0a3873fb0/?format=json
5102832a-5b96-4dc6-a775-62e2c0275f61,2024,third_quarter,Q3,KING & SPALDING LLP,MARC COALITION,Coalition to advocate on Medicare secondary payor issues.,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/5102832a-5b96-4dc6-a775-62e2c0275f61/?format=json
4e86c35d-19c9-45ed-8428-52db0bc107a4,2025,first_quarter,Q1,KING & SPALDING LLP,MARC COALITION,Coalition to advocate on Medicare secondary payor issues.,80000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/4e86c35d-19c9-45ed-8428-52db0bc107a4/?format=json
b4c17f4b-6fbf-4689-b3f8-d489eab0e8f4,2025,third_quarter,Q3,KING & SPALDING LLP,"GENENTECH, INC.",Biotechnology company,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/b4c17f4b-6fbf-4689-b3f8-d489eab0e8f4/?format=json
5450143b-5eae-467d-9928-8928d11705ad,2025,third_quarter,Q3,KING & SPALDING LLP,"PHOTOCURE, INC.",Specialty pharmaceutical company.,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/5450143b-5eae-467d-9928-8928d11705ad/?format=json
18e5830d-873f-40d8-87f8-16ab794f5df1,2023,third_quarter,Q3,KING & SPALDING LLP,BARNETT SOUTHERN CORPORATION,General construction company. Providing superior utilities and site development services.,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/18e5830d-873f-40d8-87f8-16ab794f5df1/?format=json
d7a67901-1b32-4e78-9ea2-d57917dd1234,2025,first_quarter,Q1,KING & SPALDING LLP,"PHOTOCURE, INC.",Specialty pharmaceutical company.,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/d7a67901-1b32-4e78-9ea2-d57917dd1234/?format=json
4a729ea2-6dee-44c7-ad7d-1603ab63c75f,2026,first_quarter,Q1,KING & SPALDING LLP,"PHOTOCURE, INC.",Specialty pharmaceutical company.,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/4a729ea2-6dee-44c7-ad7d-1603ab63c75f/?format=json
71a0efb9-0a9c-4961-a12f-d347cd1dc6a2,2025,fourth_quarter,Q4,KING & SPALDING LLP,SOLIUS LABS,Medical light therapy company.,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/71a0efb9-0a9c-4961-a12f-d347cd1dc6a2/?format=json
1a132175-269a-4da9-b463-b453fa6d3ea8,2025,third_quarter,Q3,KING & SPALDING LLP,"VOICES OF ALZHEIMER'S, INC.","United by Urgency, to drive equitable access to innovation in treatment and care.",70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/1a132175-269a-4da9-b463-b453fa6d3ea8/?format=json
1603dc47-f0a9-4ff8-bc1e-694658ea6f0c,2026,first_quarter,Q1,KING & SPALDING LLP,SOLIUS LABS,Medical light therapy company.,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/1603dc47-f0a9-4ff8-bc1e-694658ea6f0c/?format=json
5feb323d-96ff-4310-9384-037b1b1b9df2,2025,fourth_quarter,Q4,KING & SPALDING LLP,"PHOTOCURE, INC.",Specialty pharmaceutical company.,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/5feb323d-96ff-4310-9384-037b1b1b9df2/?format=json
2be1d24f-2e78-4255-963a-0b7d256ca888,2025,second_quarter,Q2,KING & SPALDING LLP,MOLECULIGHT CORPORATION,Wound Care Solutions. Maker-MolecuLight i:X handheld wound imaging device for clinicians.,70000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/2be1d24f-2e78-4255-963a-0b7d256ca888/?format=json
60c80460-c661-4a7c-92ae-ed1bf22fdac3,2024,third_quarter,Q3,KING & SPALDING LLP,ACADIA HEALTHCARE,Healthcare,60000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/60c80460-c661-4a7c-92ae-ed1bf22fdac3/?format=json
13545196-94b3-4e5c-aad8-c41dcba23f9c,2024,second_quarter,Q2,KING & SPALDING LLP,"BECTON, DICKINSON AND COMPANY",Medical technology company,60000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/13545196-94b3-4e5c-aad8-c41dcba23f9c/?format=json
f23664c4-e971-4312-bd96-6e9c223da924,2024,first_quarter,Q1,KING & SPALDING LLP,"BECTON, DICKINSON AND COMPANY",Medical technology company,60000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/f23664c4-e971-4312-bd96-6e9c223da924/?format=json
39bdf56a-d5f5-4ebc-9d73-b7c147d207eb,2025,fourth_quarter,Q4,KING & SPALDING LLP,KIDNEY TRANSPLANT COLLABORATIVE,Kidney transplant collaborative,60000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/39bdf56a-d5f5-4ebc-9d73-b7c147d207eb/?format=json
d386ca1a-aac5-428c-b7d4-d2a020cc1347,2026,first_quarter,Q1,KING & SPALDING LLP,ACADIA HEALTHCARE,Healthcare,60000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/d386ca1a-aac5-428c-b7d4-d2a020cc1347/?format=json
ffceefd9-9bae-49df-9e42-9a50af3c3bce,2025,second_quarter,Q2,KING & SPALDING LLP,EXAMWORKS,"Independent Medical Examinations, Peer Reviews, Bill Reviews.",60000.0,1,0,0,0,0,1,0,https://lda.senate.gov/api/v1/filings/ffceefd9-9bae-49df-9e42-9a50af3c3bce/?format=json
